"remoteness","state","year","measure","value_type","value","na_value"
"Major Cities","Victoria",2023,"Infant mortality rate","rate",3,NA
"Major Cities","Victoria",2023,"Standardised death rate","rate",5,NA
"Major Cities","Victoria",2023,"Median age at death","years",82.9,NA
"Major Cities","Victoria",2024,"Estimated Resident Population","persons",5457172,NA
"Major Cities","Victoria",2024,"Deaths","no.",31851,NA
"Major Cities","Victoria",2024,"Infant mortality rate","rate",2.8,NA
"Major Cities","Victoria",2024,"Standardised death rate","rate",5,NA
"Major Cities","Victoria",2024,"Median age at death","years",82.9,NA
"Inner Regional","Victoria",2011,"Estimated Resident Population","persons",1047570,NA
"Inner Regional","Victoria",2011,"Deaths","no.",8584,NA
"Inner Regional","Victoria",2011,"Infant mortality rate","rate",NA,"np"
"Inner Regional","Victoria",2011,"Standardised death rate","rate",NA,"np"
"Inner Regional","Victoria",2011,"Median age at death","years",NA,"np"
"Inner Regional","Victoria",2012,"Estimated Resident Population","persons",1061677,NA
"Inner Regional","Victoria",2012,"Deaths","no.",8457,NA
"Inner Regional","Victoria",2012,"Infant mortality rate","rate",NA,"np"
"Inner Regional","Victoria",2012,"Standardised death rate","rate",NA,"np"
"Inner Regional","Victoria",2012,"Median age at death","years",NA,"np"
"Inner Regional","Victoria",2013,"Estimated Resident Population","persons",1075859,NA
"Inner Regional","Victoria",2013,"Deaths","no.",8524,NA
"Inner Regional","Victoria",2013,"Infant mortality rate","rate",3.8,NA
"Inner Regional","Victoria",2013,"Standardised death rate","rate",5.9,NA
"Inner Regional","Victoria",2013,"Median age at death","years",81.9,NA
"Inner Regional","Victoria",2014,"Estimated Resident Population","persons",1089463,NA
"Inner Regional","Victoria",2014,"Deaths","no.",9096,NA
"Inner Regional","Victoria",2014,"Infant mortality rate","rate",3.4,NA
"Inner Regional","Victoria",2014,"Standardised death rate","rate",5.8,NA
"Inner Regional","Victoria",2014,"Median age at death","years",81.8,NA
"Inner Regional","Victoria",2015,"Estimated Resident Population","persons",1103877,NA
"Inner Regional","Victoria",2015,"Deaths","no.",9617,NA
"Inner Regional","Victoria",2015,"Infant mortality rate","rate",3.1,NA
"Inner Regional","Victoria",2015,"Standardised death rate","rate",5.9,NA
"Inner Regional","Victoria",2015,"Median age at death","years",81.8,NA
"Inner Regional","Victoria",2016,"Estimated Resident Population","persons",1122299,NA
"Inner Regional","Victoria",2016,"Deaths","no.",9509,NA
"Inner Regional","Victoria",2016,"Infant mortality rate","rate",2.8,NA
"Inner Regional","Victoria",2016,"Standardised death rate","rate",6,NA
"Inner Regional","Victoria",2016,"Median age at death","years",81.8,NA
"Inner Regional","Victoria",2017,"Estimated Resident Population","persons",1140203,NA
"Inner Regional","Victoria",2017,"Deaths","no.",9420,NA
"Inner Regional","Victoria",2017,"Infant mortality rate","rate",2.7,NA
"Inner Regional","Victoria",2017,"Standardised death rate","rate",5.8,NA
"Inner Regional","Victoria",2017,"Median age at death","years",82,NA
"Inner Regional","Victoria",2018,"Estimated Resident Population","persons",1158531,NA
"Inner Regional","Victoria",2018,"Deaths","no.",9354,NA
"Inner Regional","Victoria",2018,"Infant mortality rate","rate",3.2,NA
"Inner Regional","Victoria",2018,"Standardised death rate","rate",5.6,NA
"Inner Regional","Victoria",2018,"Median age at death","years",81.9,NA
"Inner Regional","Victoria",2019,"Estimated Resident Population","persons",1177949,NA
"Inner Regional","Victoria",2019,"Deaths","no.",10516,NA
"Inner Regional","Victoria",2019,"Infant mortality rate","rate",3.5,NA
"Inner Regional","Victoria",2019,"Standardised death rate","rate",5.7,NA
"Inner Regional","Victoria",2019,"Median age at death","years",81.8,NA
"Inner Regional","Victoria",2020,"Estimated Resident Population","persons",1196684,NA
"Inner Regional","Victoria",2020,"Deaths","no.",9813,NA
"Inner Regional","Victoria",2020,"Infant mortality rate","rate",3.2,NA
"Inner Regional","Victoria",2020,"Standardised death rate","rate",5.6,NA
"Inner Regional","Victoria",2020,"Median age at death","years",81.6,NA
"Inner Regional","Victoria",2021,"Estimated Resident Population","persons",1212737,NA
"Inner Regional","Victoria",2021,"Deaths","no.",10271,NA
"Inner Regional","Victoria",2021,"Infant mortality rate","rate",3.1,NA
"Inner Regional","Victoria",2021,"Standardised death rate","rate",5.6,NA
"Inner Regional","Victoria",2021,"Median age at death","years",81.6,NA
"Inner Regional","Victoria",2022,"Estimated Resident Population","persons",1228322,NA
"Inner Regional","Victoria",2022,"Deaths","no.",11744,NA
"Inner Regional","Victoria",2022,"Infant mortality rate","rate",2.7,NA
"Inner Regional","Victoria",2022,"Standardised death rate","rate",5.6,NA
"Inner Regional","Victoria",2022,"Median age at death","years",81.7,NA
"Inner Regional","Victoria",2023,"Estimated Resident Population","persons",1242354,NA
"Inner Regional","Victoria",2023,"Deaths","no.",11165,NA
"Inner Regional","Victoria",2023,"Infant mortality rate","rate",2.4,NA
"Inner Regional","Victoria",2023,"Standardised death rate","rate",5.6,NA
"Inner Regional","Victoria",2023,"Median age at death","years",81.8,NA
"Inner Regional","Victoria",2024,"Estimated Resident Population","persons",1259831,NA
"Inner Regional","Victoria",2024,"Deaths","no.",11259,NA
"Inner Regional","Victoria",2024,"Infant mortality rate","rate",2.6,NA
"Inner Regional","Victoria",2024,"Standardised death rate","rate",5.6,NA
"Inner Regional","Victoria",2024,"Median age at death","years",81.8,NA
"Outer Regional","Victoria",2011,"Estimated Resident Population","persons",241389,NA
"Outer Regional","Victoria",2011,"Deaths","no.",2340,NA
"Outer Regional","Victoria",2011,"Infant mortality rate","rate",NA,"np"
"Outer Regional","Victoria",2011,"Standardised death rate","rate",NA,"np"
"Outer Regional","Victoria",2011,"Median age at death","years",NA,"np"
"Outer Regional","Victoria",2012,"Estimated Resident Population","persons",242922,NA
"Outer Regional","Victoria",2012,"Deaths","no.",2165,NA
"Outer Regional","Victoria",2012,"Infant mortality rate","rate",NA,"np"
"Outer Regional","Victoria",2012,"Standardised death rate","rate",NA,"np"
"Outer Regional","Victoria",2012,"Median age at death","years",NA,"np"
"Outer Regional","Victoria",2013,"Estimated Resident Population","persons",244278,NA
"Outer Regional","Victoria",2013,"Deaths","no.",2249,NA
"Outer Regional","Victoria",2013,"Infant mortality rate","rate",3.8,NA
"Outer Regional","Victoria",2013,"Standardised death rate","rate",6,NA
"Outer Regional","Victoria",2013,"Median age at death","years",81.4,NA
"Outer Regional","Victoria",2014,"Estimated Resident Population","persons",245174,NA
"Outer Regional","Victoria",2014,"Deaths","no.",2279,NA
"Outer Regional","Victoria",2014,"Infant mortality rate","rate",3.7,NA
"Outer Regional","Victoria",2014,"Standardised death rate","rate",5.8,NA
"Outer Regional","Victoria",2014,"Median age at death","years",81.5,NA
"Outer Regional","Victoria",2015,"Estimated Resident Population","persons",246141,NA
"Outer Regional","Victoria",2015,"Deaths","no.",2367,NA
"Outer Regional","Victoria",2015,"Infant mortality rate","rate",2.8,NA
"Outer Regional","Victoria",2015,"Standardised death rate","rate",5.8,NA
"Outer Regional","Victoria",2015,"Median age at death","years",81.6,NA
"Outer Regional","Victoria",2016,"Estimated Resident Population","persons",247658,NA
"Outer Regional","Victoria",2016,"Deaths","no.",2439,NA
"Outer Regional","Victoria",2016,"Infant mortality rate","rate",3.2,NA
"Outer Regional","Victoria",2016,"Standardised death rate","rate",5.8,NA
"Outer Regional","Victoria",2016,"Median age at death","years",81.9,NA
"Outer Regional","Victoria",2017,"Estimated Resident Population","persons",249714,NA
"Outer Regional","Victoria",2017,"Deaths","no.",2410,NA
"Outer Regional","Victoria",2017,"Infant mortality rate","rate",3.4,NA
"Outer Regional","Victoria",2017,"Standardised death rate","rate",5.9,NA
"Outer Regional","Victoria",2017,"Median age at death","years",81.8,NA
"Outer Regional","Victoria",2018,"Estimated Resident Population","persons",251980,NA
"Outer Regional","Victoria",2018,"Deaths","no.",2402,NA
"Outer Regional","Victoria",2018,"Infant mortality rate","rate",3.9,NA
"Outer Regional","Victoria",2018,"Standardised death rate","rate",5.8,NA
"Outer Regional","Victoria",2018,"Median age at death","years",81.7,NA
"Outer Regional","Victoria",2019,"Estimated Resident Population","persons",253949,NA
"Outer Regional","Victoria",2019,"Deaths","no.",2569,NA
"Outer Regional","Victoria",2019,"Infant mortality rate","rate",2.6,NA
"Outer Regional","Victoria",2019,"Standardised death rate","rate",5.8,NA
"Outer Regional","Victoria",2019,"Median age at death","years",81.4,NA
"Outer Regional","Victoria",2020,"Estimated Resident Population","persons",256023,NA
"Outer Regional","Victoria",2020,"Deaths","no.",2433,NA
"Outer Regional","Victoria",2020,"Infant mortality rate","rate",2.7,NA
"Outer Regional","Victoria",2020,"Standardised death rate","rate",5.7,NA
"Outer Regional","Victoria",2020,"Median age at death","years",81.4,NA
"Outer Regional","Victoria",2021,"Estimated Resident Population","persons",256701,NA
"Outer Regional","Victoria",2021,"Deaths","no.",2520,NA
"Outer Regional","Victoria",2021,"Infant mortality rate","rate",2.8,NA
"Outer Regional","Victoria",2021,"Standardised death rate","rate",5.7,NA
"Outer Regional","Victoria",2021,"Median age at death","years",81.2,NA
"Outer Regional","Victoria",2022,"Estimated Resident Population","persons",257600,NA
"Outer Regional","Victoria",2022,"Deaths","no.",2850,NA
"Outer Regional","Victoria",2022,"Infant mortality rate","rate",2.8,NA
"Outer Regional","Victoria",2022,"Standardised death rate","rate",5.7,NA
"Outer Regional","Victoria",2022,"Median age at death","years",81.2,NA
"Outer Regional","Victoria",2023,"Estimated Resident Population","persons",258087,NA
"Outer Regional","Victoria",2023,"Deaths","no.",2660,NA
"Outer Regional","Victoria",2023,"Infant mortality rate","rate",2.5,NA
"Outer Regional","Victoria",2023,"Standardised death rate","rate",5.8,NA
"Outer Regional","Victoria",2023,"Median age at death","years",81.2,NA
"Outer Regional","Victoria",2024,"Estimated Resident Population","persons",258478,NA
"Outer Regional","Victoria",2024,"Deaths","no.",2796,NA
"Outer Regional","Victoria",2024,"Infant mortality rate","rate",2.3,NA
"Outer Regional","Victoria",2024,"Standardised death rate","rate",5.9,NA
"Outer Regional","Victoria",2024,"Median age at death","years",81.2,NA
"Remote","Victoria",2011,"Estimated Resident Population","persons",3554,NA
"Remote","Victoria",2011,"Deaths","no.",42,NA
"Remote","Victoria",2011,"Infant mortality rate","rate",NA,"np"
"Remote","Victoria",2011,"Standardised death rate","rate",NA,"np"
"Remote","Victoria",2011,"Median age at death","years",NA,"np"
"Remote","Victoria",2012,"Estimated Resident Population","persons",3537,NA
"Remote","Victoria",2012,"Deaths","no.",41,NA
"Remote","Victoria",2012,"Infant mortality rate","rate",NA,"np"
"Remote","Victoria",2012,"Standardised death rate","rate",NA,"np"
"Remote","Victoria",2012,"Median age at death","years",NA,"np"
"Remote","Victoria",2013,"Estimated Resident Population","persons",3470,NA
"Remote","Victoria",2013,"Deaths","no.",46,NA
"Remote","Victoria",2013,"Infant mortality rate","rate",NA,"np"
"Remote","Victoria",2013,"Standardised death rate","rate",6.4,NA
"Remote","Victoria",2013,"Median age at death","years",82.3,NA
"Remote","Victoria",2014,"Estimated Resident Population","persons",3430,NA
"Remote","Victoria",2014,"Deaths","no.",37,NA
"Remote","Victoria",2014,"Infant mortality rate","rate",NA,"np"
"Remote","Victoria",2014,"Standardised death rate","rate",6.1,NA
"Remote","Victoria",2014,"Median age at death","years",81.7,NA
"Remote","Victoria",2015,"Estimated Resident Population","persons",3403,NA
"Remote","Victoria",2015,"Deaths","no.",50,NA
"Remote","Victoria",2015,"Infant mortality rate","rate",NA,"np"
"Remote","Victoria",2015,"Standardised death rate","rate",6.6,NA
"Remote","Victoria",2015,"Median age at death","years",82.7,NA
"Remote","Victoria",2016,"Estimated Resident Population","persons",3380,NA
"Remote","Victoria",2016,"Deaths","no.",32,NA
"Remote","Victoria",2016,"Infant mortality rate","rate",NA,"np"
"Remote","Victoria",2016,"Standardised death rate","rate",6.1,NA
"Remote","Victoria",2016,"Median age at death","years",82.1,NA
"Remote","Victoria",2017,"Estimated Resident Population","persons",3342,NA
"Remote","Victoria",2017,"Deaths","no.",30,NA
"Remote","Victoria",2017,"Infant mortality rate","rate",NA,"np"
"Remote","Victoria",2017,"Standardised death rate","rate",5.4,NA
"Remote","Victoria",2017,"Median age at death","years",84.4,NA
"Remote","Victoria",2018,"Estimated Resident Population","persons",3330,NA
"Remote","Victoria",2018,"Deaths","no.",40,NA
"Remote","Victoria",2018,"Infant mortality rate","rate",NA,"np"
"Remote","Victoria",2018,"Standardised death rate","rate",NA,"np"
"Remote","Victoria",2018,"Median age at death","years",84.6,NA
"Remote","Victoria",2019,"Estimated Resident Population","persons",3337,NA
"Remote","Victoria",2019,"Deaths","no.",59,NA
"Remote","Victoria",2019,"Infant mortality rate","rate",NA,"np"
"Remote","Victoria",2019,"Standardised death rate","rate",NA,"np"
"Remote","Victoria",2019,"Median age at death","years",84.4,NA
"Remote","Victoria",2020,"Estimated Resident Population","persons",3308,NA
"Remote","Victoria",2020,"Deaths","no.",33,NA
"Remote","Victoria",2020,"Infant mortality rate","rate",NA,"np"
"Remote","Victoria",2020,"Standardised death rate","rate",NA,"np"
"Remote","Victoria",2020,"Median age at death","years",83.4,NA
"Remote","Victoria",2021,"Estimated Resident Population","persons",3288,NA
"Remote","Victoria",2021,"Deaths","no.",54,NA
"Remote","Victoria",2021,"Infant mortality rate","rate",NA,"np"
"Remote","Victoria",2021,"Standardised death rate","rate",NA,"np"
"Remote","Victoria",2021,"Median age at death","years",82.4,NA
"Remote","Victoria",2022,"Estimated Resident Population","persons",3285,NA
"Remote","Victoria",2022,"Deaths","no.",49,NA
"Remote","Victoria",2022,"Infant mortality rate","rate",NA,"np"
"Remote","Victoria",2022,"Standardised death rate","rate",NA,"np"
